Month Name,Month,Year,Query Count,Query Text,Month Num,Volume,,,,,,,,,,,
September,9,2019,19,fingerprint,9,Low,12942,,,,,,,,,,
August,8,2019,26,fingerprint,8,Low,8239,,,,,,,,,,
July,7,2019,17,fingerprint,7,Low,15102,,,,,,,,,,
June,6,2019,15,fingerprint,6,Low,17757,,,,,,,,,,
May,5,2019,25,fingerprint,5,Low,8768,,,,,,,,,,
April,4,2019,29,fingerprint,4,Low,7012,,,,,,,,,,
March,3,2019,10,fingerprint,3,Low,24413,,,,,,,,,,
February,2,2019,15,fingerprint,2,Low,17757,,,,,,,,,,
January,1,2019,23,Fingerprint,1,Low,9894,,,,,,,,,,
September,9,2019,14,fingerprinting,9,Low,18917,,,,,,,,,,
August,8,2019,16,fingerprinting,8,Low,16227,,,,,,,,,,
July,7,2019,25,Fingerprinting,7,Low,8768,,,,,,,,,,
June,6,2019,11,Fingerprinting,6,Low,22840,,,,,,,,,,
May,5,2019,24,fingerprinting,5,Low,9261,,,,,,,,,,
April,4,2019,24,fingerprinting,4,Low,9261,,,,,,,,,,
March,3,2019,29,fingerprinting,3,Low,7012,,,,,,,,,,
February,2,2019,14,fingerprinting,2,Low,18917,,,,,,,,,,
January,1,2019,20,Fingerprinting,1,Low,11950,,,,,,,,,,
May,5,2019,12,Fingerprints,5,Low,21410,,,,,,,,,,
April,4,2019,14,fingerprints,4,Low,18917,,,,,,,,,,
February,2,2019,8,Fingerprints,2,Low,28780,,,,,,,,,,
January,1,2019,14,Fingerprints,1,Low,18917,,,,,,,,,,
December,12,2019,18,fire,12,Low,13846,,,,,,,,,,
November,11,2019,18,Fire,11,Low,13846,,,,,,,,,,
October,10,2019,37,fire,10,Low,4896,,,,,,,,,,
September,9,2019,16,fire,9,Low,16227,,,,,,,,,,
August,8,2019,18,Fire,8,Low,13846,,,,,,,,,,
July,7,2019,10,Fire,7,Low,24413,,,,,,,,,,
June,6,2019,8,Fire,6,Low,28780,,,,,,,,,,
May,5,2019,19,fire,5,Low,12942,,,,,,,,,,
April,4,2019,39,Fire,4,Low,4519,,,,,,,,,,
March,3,2019,25,fire,3,Low,8768,,,,,,,,,,
February,2,2019,19,Fire,2,Low,12942,,,,,,,,,,
January,1,2019,21,fire,1,Low,11275,,,,,,,,,,
December,12,2019,27,fire department,12,Low,7822,,,,,,,,,,
November,11,2019,22,fire department,11,Low,10472,,,,,,,,,,
October,10,2019,24,fire department,10,Low,9261,,,,,,,,,,
September,9,2019,17,fire department,9,Low,15102,,,,,,,,,,
August,8,2019,18,fire department,8,Low,13846,,,,,,,,,,
July,7,2019,19,fire department,7,Low,12942,,,,,,,,,,
June,6,2019,19,fire department,6,Low,12942,,,,,,,,,,
May,5,2019,27,Fire department,5,Low,7822,,,,,,,,,,
April,4,2019,23,Fire Department,4,Low,9894,,,,,,,,,,
March,3,2019,23,fire department,3,Low,9894,,,,,,,,,,
February,2,2019,27,fire department,2,Low,7822,,,,,,,,,,
January,1,2019,27,Fire department,1,Low,7822,,,,,,,,,,
December,12,2019,15,fire dept,12,Low,17757,,,,,,,,,,
November,11,2019,13,fire dept,11,Low,20168,,,,,,,,,,
October,10,2019,15,fire dept,10,Low,17757,,,,,,,,,,
September,9,2019,13,fire dept,9,Low,20168,,,,,,,,,,
August,8,2019,10,fire dept,8,Low,24413,,,,,,,,,,
July,7,2019,9,fire dept,7,Low,26399,,,,,,,,,,
April,4,2019,9,FIRE DEPT,4,Low,26399,,,,,,,,,,
March,3,2019,10,fire dept,3,Low,24413,,,,,,,,,,
January,1,2019,13,fire dept,1,Low,20168,,,,,,,,,,
December,12,2019,17,fire marshal,12,Low,15102,,,,,,,,,,
November,11,2019,11,fire marshal,11,Low,22840,,,,,,,,,,
October,10,2019,18,fire marshal,10,Low,13846,,,,,,,,,,
September,9,2019,14,fire marshal,9,Low,18917,,,,,,,,,,
August,8,2019,25,fire marshal,8,Low,8768,,,,,,,,,,
July,7,2019,19,fire marshal,7,Low,12942,,,,,,,,,,
June,6,2019,22,fire marshal,6,Low,10472,,,,,,,,,,
May,5,2019,17,fire marshal,5,Low,15102,,,,,,,,,,
April,4,2019,12,fire marshal,4,Low,21410,,,,,,,,,,
March,3,2019,12,fire marshal,3,Low,21410,,,,,,,,,,
February,2,2019,11,fire marshal,2,Low,22840,,,,,,,,,,
January,1,2019,26,fire marshal,1,Low,8239,,,,,,,,,,
April,4,2019,11,fire marshall,4,Low,22840,,,,,,,,,,
January,1,2019,9,Fire stations,1,Low,26399,,,,,,,,,,
January,1,2019,11,firefighter,1,Low,22840,,,,,,,,,,
May,5,2019,8,Firefighter application,5,Low,28780,,,,,,,,,,
July,7,2019,28,fireworks,7,Low,7373,,,,,,,,,,
June,6,2019,10,fireworks,6,Low,24413,,,,,,,,,,
February,2,2019,11,flood,2,Low,22840,,,,,,,,,,
May,5,2019,10,floodplain map,5,Low,24413,,,,,,,,,,
April,4,2019,8,floodplain map,4,Low,28780,,,,,,,,,,
June,6,2019,8,flow test,6,Low,28780,,,,,,,,,,
November,11,2019,9,flu shot,11,Low,26399,,,,,,,,,,
October,10,2019,17,Flu shot,10,Low,15102,,,,,,,,,,
December,12,2019,21,flu shots,12,Low,11275,,,,,,,,,,
November,11,2019,17,Flu shots,11,Low,15102,,,,,,,,,,
October,10,2019,23,Flu shots,10,Low,9894,,,,,,,,,,
September,9,2019,13,flu shots,9,Low,20168,,,,,,,,,,
August,8,2019,12,flu shots,8,Low,21410,,,,,,,,,,
December,12,2019,13,Fmla,12,Low,20168,,,,,,,,,,
November,11,2019,21,FMLA,11,Low,11275,,,,,,,,,,
October,10,2019,21,fmla,10,Low,11275,,,,,,,,,,
September,9,2019,23,fmla,9,Low,9894,,,,,,,,,,
August,8,2019,12,fmla,8,Low,21410,,,,,,,,,,
July,7,2019,18,FMLA,7,Low,13846,,,,,,,,,,
June,6,2019,10,FMLA,6,Low,24413,,,,,,,,,,
May,5,2019,27,fmla,5,Low,7822,,,,,,,,,,
April,4,2019,19,FMLA,4,Low,12942,,,,,,,,,,
March,3,2019,12,fmla,3,Low,21410,,,,,,,,,,
February,2,2019,27,fmla,2,Low,7822,,,,,,,,,,
January,1,2019,21,FMLA,1,Low,11275,,,,,,,,,,
April,4,2019,8,Food,4,Low,28780,,,,,,,,,,
December,12,2019,9,food distributions,12,Low,26399,,,,,,,,,,
September,9,2019,10,Food protection services,9,Low,24413,,,,,,,,,,
June,6,2019,8,food protection services,6,Low,28780,,,,,,,,,,
October,10,2019,16,Food truck,10,Low,16227,,,,,,,,,,
September,9,2019,13,food truck,9,Low,20168,,,,,,,,,,
June,6,2019,16,food truck,6,Low,16227,,,,,,,,,,
May,5,2019,9,food truck,5,Low,26399,,,,,,,,,,
April,4,2019,12,food truck,4,Low,21410,,,,,,,,,,
March,3,2019,19,food truck,3,Low,12942,,,,,,,,,,
January,1,2019,14,food truck,1,Low,18917,,,,,,,,,,
March,3,2019,9,food truck permits,3,Low,26399,,,,,,,,,,
May,5,2019,10,food trucks,5,Low,24413,,,,,,,,,,
March,3,2019,8,food trucks,3,Low,28780,,,,,,,,,,
May,5,2019,8,Food vendor,5,Low,28780,,,,,,,,,,
October,10,2019,9,for for tree registry,10,Low,26399,,,,,,,,,,
October,10,2019,12,form 720,10,Low,21410,,,,,,,,,,
July,7,2019,9,form 720,7,Low,26399,,,,,,,,,,
May,5,2019,9,form 720,5,Low,26399,,,,,,,,,,
April,4,2019,8,form 720,4,Low,28780,,,,,,,,,,
December,12,2019,24,forms,12,Low,9261,,,,,,,,,,
November,11,2019,35,Forms,11,Low,5316,,,,,,,,,,
October,10,2019,25,forms,10,Low,8768,,,,,,,,,,
September,9,2019,36,forms,9,Low,5095,,,,,,,,,,
August,8,2019,28,forms,8,Low,7373,,,,,,,,,,
July,7,2019,20,forms,7,Low,11950,,,,,,,,,,
June,6,2019,18,forms,6,Low,13846,,,,,,,,,,
May,5,2019,9,forms,5,Low,26399,,,,,,,,,,
April,4,2019,32,forms,4,Low,6069,,,,,,,,,,
March,3,2019,23,forms,3,Low,9894,,,,,,,,,,
February,2,2019,23,forms,2,Low,9894,,,,,,,,,,
January,1,2019,29,forms,1,Low,7012,,,,,,,,,,
December,12,2019,12,fort nashborough,12,Low,21410,,,,,,,,,,
November,11,2019,15,fort nashborough,11,Low,17757,,,,,,,,,,
October,10,2019,15,fort nashborough,10,Low,17757,,,,,,,,,,
August,8,2019,14,Fort Nashborough,8,Low,18917,,,,,,,,,,
July,7,2019,14,Fort Nashborough,7,Low,18917,,,,,,,,,,
June,6,2019,9,fort nashborough,6,Low,26399,,,,,,,,,,
May,5,2019,9,fort nashborough,5,Low,26399,,,,,,,,,,
April,4,2019,12,Fort Nashborough,4,Low,21410,,,,,,,,,,
March,3,2019,10,Fort Nashborough,3,Low,24413,,,,,,,,,,
January,1,2019,9,Fort Nashborough,1,Low,26399,,,,,,,,,,
December,12,2019,23,fort negley,12,Low,9894,,,,,,,,,,
November,11,2019,16,fort negley,11,Low,16227,,,,,,,,,,
October,10,2019,25,fort negley,10,Low,8768,,,,,,,,,,
September,9,2019,11,fort negley,9,Low,22840,,,,,,,,,,
August,8,2019,16,fort negley,8,Low,16227,,,,,,,,,,
July,7,2019,20,fort negley,7,Low,11950,,,,,,,,,,
June,6,2019,13,fort negley,6,Low,20168,,,,,,,,,,
May,5,2019,14,fort negley,5,Low,18917,,,,,,,,,,
April,4,2019,14,fort negley,4,Low,18917,,,,,,,,,,
March,3,2019,12,fort negley,3,Low,21410,,,,,,,,,,
February,2,2019,12,fort negley,2,Low,21410,,,,,,,,,,
January,1,2019,10,fort negley,1,Low,24413,,,,,,,,,,
December,12,2019,16,free school supplies,12,Low,16227,,,,,,,,,,
July,7,2019,12,free school supplies,7,Low,21410,,,,,,,,,,
April,4,2019,10,free school supplies,4,Low,24413,,,,,,,,,,
March,3,2019,8,free school supplies,3,Low,28780,,,,,,,,,,
January,1,2019,9,free school supplies,1,Low,26399,,,,,,,,,,
December,12,2019,13,free tax services,12,Low,20168,,,,,,,,,,
December,12,2019,9,freeman webb,12,Low,26399,,,,,,,,,,
October,10,2019,10,Garbage,10,Low,24413,,,,,,,,,,
July,7,2019,11,Garbage,7,Low,22840,,,,,,,,,,
August,8,2019,9,gdlindsey@nashville.gov,8,Low,26399,,,,,,,,,,
December,12,2019,24,ged,12,Low,9261,,,,,,,,,,
November,11,2019,37,ged,11,Low,4896,,,,,,,,,,
October,10,2019,24,ged,10,Low,9261,,,,,,,,,,
September,9,2019,21,ged,9,Low,11275,,,,,,,,,,
August,8,2019,28,Ged,8,Low,7373,,,,,,,,,,
July,7,2019,22,Ged,7,Low,10472,,,,,,,,,,
June,6,2019,29,Ged,6,Low,7012,,,,,,,,,,
May,5,2019,21,ged,5,Low,11275,,,,,,,,,,
April,4,2019,13,GED,4,Low,20168,,,,,,,,,,
March,3,2019,16,ged,3,Low,16227,,,,,,,,,,
February,2,2019,18,GED,2,Low,13846,,,,,,,,,,
January,1,2019,26,ged,1,Low,8239,,,,,,,,,,
December,12,2019,18,GENERAL SERVICES,12,Low,13846,,,,,,,,,,
November,11,2019,9,General services,11,Low,26399,,,,,,,,,,
October,10,2019,14,general services,10,Low,18917,,,,,,,,,,
August,8,2019,14,general services,8,Low,18917,,,,,,,,,,
July,7,2019,16,general services,7,Low,16227,,,,,,,,,,
May,5,2019,10,General Services,5,Low,24413,,,,,,,,,,
April,4,2019,8,general services,4,Low,28780,,,,,,,,,,
February,2,2019,14,general services,2,Low,18917,,,,,,,,,,
January,1,2019,16,general services,1,Low,16227,,,,,,,,,,
January,1,2019,9,General session,1,Low,26399,,,,,,,,,,
December,12,2019,12,General sessions,12,Low,21410,,,,,,,,,,
November,11,2019,11,general sessions,11,Low,22840,,,,,,,,,,
July,7,2019,9,General sessions,7,Low,26399,,,,,,,,,,
May,5,2019,9,general sessions,5,Low,26399,,,,,,,,,,
March,3,2019,10,General sessions,3,Low,24413,,,,,,,,,,
February,2,2019,19,General sessions,2,Low,12942,,,,,,,,,,
January,1,2019,15,general sessions,1,Low,17757,,,,,,,,,,
December,12,2019,23,General sessions court,12,Low,9894,,,,,,,,,,
November,11,2019,19,General Sessions Court,11,Low,12942,,,,,,,,,,
October,10,2019,22,general sessions court,10,Low,10472,,,,,,,,,,
September,9,2019,16,General sessions court,9,Low,16227,,,,,,,,,,
August,8,2019,22,general sessions court,8,Low,10472,,,,,,,,,,
July,7,2019,18,general sessions court,7,Low,13846,,,,,,,,,,
June,6,2019,24,general sessions court,6,Low,9261,,,,,,,,,,
May,5,2019,25,General sessions court,5,Low,8768,,,,,,,,,,
April,4,2019,16,General Sessions Court,4,Low,16227,,,,,,,,,,
March,3,2019,19,general sessions court,3,Low,12942,,,,,,,,,,
February,2,2019,20,general sessions court,2,Low,11950,,,,,,,,,,
January,1,2019,13,general sessions court,1,Low,20168,,,,,,,,,,
December,12,2019,12,get new car title,12,Low,21410,,,,,,,,,,
November,11,2019,17,get new car title,11,Low,15102,,,,,,,,,,
October,10,2019,14,get new car title,10,Low,18917,,,,,,,,,,
September,9,2019,12,get new car title,9,Low,21410,,,,,,,,,,
August,8,2019,15,get new car title,8,Low,17757,,,,,,,,,,
July,7,2019,12,get new car title,7,Low,21410,,,,,,,,,,
June,6,2019,19,get new car title,6,Low,12942,,,,,,,,,,
March,3,2019,9,get new car title,3,Low,26399,,,,,,,,,,
December,12,2019,90,GIS,12,Medium,1136,,,,,,,,,,
November,11,2019,72,gis,11,Medium,1668,,,,,,,,,,
October,10,2019,87,Gis,10,Medium,1211,,,,,,,,,,
September,9,2019,58,GIS,9,Medium,2414,,,,,,,,,,
August,8,2019,56,gis,8,Medium,2553,,,,,,,,,,
July,7,2019,56,GIS,7,Medium,2553,,,,,,,,,,
June,6,2019,68,gis,6,Medium,1833,,,,,,,,,,
May,5,2019,43,gis,5,Low,3912,,,,,,,,,,
April,4,2019,39,gis,4,Low,4519,,,,,,,,,,
March,3,2019,57,Gis,3,Medium,2492,,,,,,,,,,
February,2,2019,31,gis,2,Low,6392,,,,,,,,,,
January,1,2019,53,GIS,1,Medium,2784,,,,,,,,,,
October,10,2019,9,Gis map,10,Low,26399,,,,,,,,,,
September,9,2019,11,glass,9,Low,22840,,,,,,,,,,
August,8,2019,13,glass,8,Low,20168,,,,,,,,,,
October,10,2019,11,Golf,10,Low,22840,,,,,,,,,,
September,9,2019,28,golf,9,Low,7373,,,,,,,,,,
August,8,2019,9,golf,8,Low,26399,,,,,,,,,,
June,6,2019,10,Golf,6,Low,24413,,,,,,,,,,
May,5,2019,11,golf,5,Low,22840,,,,,,,,,,
April,4,2019,10,Golf,4,Low,24413,,,,,,,,,,
March,3,2019,8,Golf,3,Low,28780,,,,,,,,,,
January,1,2019,12,Golf,1,Low,21410,,,,,,,,,,
September,9,2019,14,golf membership,9,Low,18917,,,,,,,,,,
October,10,2019,17,google,10,Low,15102,,,,,,,,,,
September,9,2019,11,google,9,Low,22840,,,,,,,,,,
June,6,2019,15,Google,6,Low,17757,,,,,,,,,,
May,5,2019,15,google,5,Low,17757,,,,,,,,,,
March,3,2019,13,google,3,Low,20168,,,,,,,,,,
February,2,2019,9,google,2,Low,26399,,,,,,,,,,
September,9,2019,11,grading permit,9,Low,22840,,,,,,,,,,
May,5,2019,9,GRADING PERMIT,5,Low,26399,,,,,,,,,,
April,4,2019,10,Grading permit,4,Low,24413,,,,,,,,,,
February,2,2019,8,grading permit,2,Low,28780,,,,,,,,,,
September,9,2019,9,Grants,9,Low,26399,,,,,,,,,,
May,5,2019,11,GRANTS,5,Low,22840,,,,,,,,,,
March,3,2019,8,grants,3,Low,28780,,,,,,,,,,
February,2,2019,12,Grants,2,Low,21410,,,,,,,,,,
January,1,2019,12,grants,1,Low,21410,,,,,,,,,,
June,6,2019,9,grease trap,6,Low,26399,,,,,,,,,,
December,12,2019,14,greenbelt,12,Low,18917,,,,,,,,,,
October,10,2019,9,greenbelt,10,Low,26399,,,,,,,,,,
September,9,2019,9,greenbelt,9,Low,26399,,,,,,,,,,
July,7,2019,9,greenbelt,7,Low,26399,,,,,,,,,,
May,5,2019,8,greenbelt,5,Low,28780,,,,,,,,,,
April,4,2019,9,greenbelt,4,Low,26399,,,,,,,,,,
March,3,2019,8,greenbelt,3,Low,28780,,,,,,,,,,
January,1,2019,9,greenbelt,1,Low,26399,,,,,,,,,,
September,9,2019,13,greenway,9,Low,20168,,,,,,,,,,
August,8,2019,10,greenway,8,Low,24413,,,,,,,,,,
September,9,2019,36,greenways,9,Low,5095,,,,,,,,,,
September,9,2019,16,growth,9,Low,16227,,,,,,,,,,
June,6,2019,8,GS839257,6,Low,28780,,,,,,,,,,
January,1,2019,15,GuideSoft,1,Low,17757,,,,,,,,,,
July,7,2019,9,gun permit,7,Low,26399,,,,,,,,,,
November,11,2019,9,gun permits,11,Low,26399,,,,,,,,,,
April,4,2019,9,gun permits,4,Low,26399,,,,,,,,,,
August,8,2019,11,Guns Stolen,8,Low,22840,,,,,,,,,,
January,1,2019,11,Hal Balthrop,1,Low,22840,,,,,,,,,,
October,10,2019,19,halloween,10,Low,12942,,,,,,,,,,
December,12,2019,9,handicapped parking permit,12,Low,26399,,,,,,,,,,
November,11,2019,13,handicapped parking permit,11,Low,20168,,,,,,,,,,
October,10,2019,19,handicapped parking permit,10,Low,12942,,,,,,,,,,
September,9,2019,11,handicapped parking permit,9,Low,22840,,,,,,,,,,
November,11,2019,14,Head start,11,Low,18917,,,,,,,,,,
October,10,2019,12,Head start,10,Low,21410,,,,,,,,,,
September,9,2019,18,head start,9,Low,13846,,,,,,,,,,
August,8,2019,28,head start,8,Low,7373,,,,,,,,,,
July,7,2019,25,head start,7,Low,8768,,,,,,,,,,
June,6,2019,25,head start,6,Low,8768,,,,,,,,,,
May,5,2019,15,head start,5,Low,17757,,,,,,,,,,
April,4,2019,15,head start,4,Low,17757,,,,,,,,,,
March,3,2019,15,head start,3,Low,17757,,,,,,,,,,
February,2,2019,14,head start,2,Low,18917,,,,,,,,,,
January,1,2019,17,head start,1,Low,15102,,,,,,,,,,
November,11,2019,14,health,11,Low,18917,,,,,,,,,,
October,10,2019,9,health,10,Low,26399,,,,,,,,,,
July,7,2019,10,health,7,Low,24413,,,,,,,,,,
May,5,2019,17,health,5,Low,15102,,,,,,,,,,
March,3,2019,10,Health,3,Low,24413,,,,,,,,,,
February,2,2019,9,health,2,Low,26399,,,,,,,,,,
January,1,2019,11,health,1,Low,22840,,,,,,,,,,
December,12,2019,19,health department,12,Low,12942,,,,,,,,,,
November,11,2019,19,Health Department,11,Low,12942,,,,,,,,,,
October,10,2019,25,health department,10,Low,8768,,,,,,,,,,
September,9,2019,32,health department,9,Low,6069,,,,,,,,,,
August,8,2019,21,health department,8,Low,11275,,,,,,,,,,
July,7,2019,24,health department,7,Low,9261,,,,,,,,,,
June,6,2019,16,Health department,6,Low,16227,,,,,,,,,,
May,5,2019,23,health department,5,Low,9894,,,,,,,,,,
April,4,2019,26,health department,4,Low,8239,,,,,,,,,,
March,3,2019,26,Health Department,3,Low,8239,,,,,,,,,,
February,2,2019,17,health department,2,Low,15102,,,,,,,,,,
January,1,2019,32,health department,1,Low,6069,,,,,,,,,,
December,12,2019,17,health department jobs,12,Low,15102,,,,,,,,,,
October,10,2019,9,health dept,10,Low,26399,,,,,,,,,,
April,4,2019,10,health dept,4,Low,24413,,,,,,,,,,
February,2,2019,8,health dept,2,Low,28780,,,,,,,,,,
October,10,2019,9,Health insurance,10,Low,26399,,,,,,,,,,
December,12,2019,16,health permit,12,Low,16227,,,,,,,,,,
November,11,2019,14,health permit,11,Low,18917,,,,,,,,,,
October,10,2019,25,health permit,10,Low,8768,,,,,,,,,,
September,9,2019,12,health permit,9,Low,21410,,,,,,,,,,
August,8,2019,23,health permit,8,Low,9894,,,,,,,,,,
July,7,2019,17,health permit,7,Low,15102,,,,,,,,,,
April,4,2019,11,Health permit,4,Low,22840,,,,,,,,,,
March,3,2019,8,health permit,3,Low,28780,,,,,,,,,,
January,1,2019,10,health permit,1,Low,24413,,,,,,,,,,
December,12,2019,30,health policy plan,12,Low,6674,,,,,,,,,,
November,11,2019,22,health policy plan,11,Low,10472,,,,,,,,,,
October,10,2019,20,health policy plan,10,Low,11950,,,,,,,,,,
September,9,2019,14,health policy plan,9,Low,18917,,,,,,,,,,
August,8,2019,10,health policy plan,8,Low,24413,,,,,,,,,,
July,7,2019,14,health policy plan,7,Low,18917,,,,,,,,,,
June,6,2019,16,health policy plan,6,Low,16227,,,,,,,,,,
May,5,2019,16,health policy plan,5,Low,16227,,,,,,,,,,
April,4,2019,14,health policy plan,4,Low,18917,,,,,,,,,,
February,2,2019,12,health policy plan,2,Low,21410,,,,,,,,,,
January,1,2019,17,health policy plan,1,Low,15102,,,,,,,,,,
September,9,2019,10,Heather Underwood,9,Low,24413,,,,,,,,,,
September,9,2019,10,heidi,9,Low,24413,,,,,,,,,,
August,8,2019,14,heidi,8,Low,18917,,,,,,,,,,
October,10,2019,10,Hermitage,10,Low,24413,,,,,,,,,,
August,8,2019,11,Hermitage,8,Low,22840,,,,,,,,,,
May,5,2019,12,Hermitage,5,Low,21410,,,,,,,,,,
March,3,2019,13,Hermitage,3,Low,20168,,,,,,,,,,
February,2,2019,8,Hermitage,2,Low,28780,,,,,,,,,,
November,11,2019,14,Hermitage community center,11,Low,18917,,,,,,,,,,
August,8,2019,12,Hermitage community center,8,Low,21410,,,,,,,,,,
July,7,2019,15,Hermitage community center,7,Low,17757,,,,,,,,,,
June,6,2019,14,Hermitage community center,6,Low,18917,,,,,,,,,,
May,5,2019,19,hermitage community center,5,Low,12942,,,,,,,,,,
April,4,2019,16,Hermitage community center,4,Low,16227,,,,,,,,,,
February,2,2019,10,hermitage community center,2,Low,24413,,,,,,,,,,
January,1,2019,9,historic,1,Low,26399,,,,,,,,,,
July,7,2019,12,Historical commission,7,Low,21410,,,,,,,,,,
October,10,2019,9,history,10,Low,26399,,,,,,,,,,
May,5,2019,10,history,5,Low,24413,,,,,,,,,,
December,12,2019,12,hit and run,12,Low,21410,,,,,,,,,,
November,11,2019,12,Hit and run,11,Low,21410,,,,,,,,,,
October,10,2019,16,Hit and run,10,Low,16227,,,,,,,,,,
June,6,2019,9,Hit and run,6,Low,26399,,,,,,,,,,
May,5,2019,16,Hit and run,5,Low,16227,,,,,,,,,,
April,4,2019,10,HIT AND RUN,4,Low,24413,,,,,,,,,,
February,2,2019,9,Hit and run,2,Low,26399,,,,,,,,,,
January,1,2019,12,HIT AND RUN,1,Low,21410,,,,,,,,,,
October,10,2019,10,HIV testing,10,Low,24413,,,,,,,,,,
December,12,2019,65,holiday,12,Medium,1975,,,,,,,,,,
November,11,2019,48,holiday,11,Low,3259,,,,,,,,,,
October,10,2019,49,HOLIDAY,10,Low,3146,,,,,,,,,,
September,9,2019,35,holiday,9,Low,5316,,,,,,,,,,
August,8,2019,28,holiday,8,Low,7373,,,,,,,,,,
July,7,2019,21,holiday,7,Low,11275,,,,,,,,,,
June,6,2019,14,holiday,6,Low,18917,,,,,,,,,,
May,5,2019,21,holiday,5,Low,11275,,,,,,,,,,
April,4,2019,19,holiday,4,Low,12942,,,,,,,,,,
February,2,2019,19,HOLIDAY,2,Low,12942,,,,,,,,,,
January,1,2019,19,holiday,1,Low,12942,,,,,,,,,,
October,10,2019,9,holiday calendar,10,Low,26399,,,,,,,,,,
December,12,2019,13,Holiday hours,12,Low,20168,,,,,,,,,,
December,12,2019,20,holiday schedule,12,Low,11950,,,,,,,,,,
February,2,2019,9,holiday schedule,2,Low,26399,,,,,,,,,,
December,12,2019,12,Holiday trash pick up,12,Low,21410,,,,,,,,,,
December,12,2019,9,holiday trash pickup,12,Low,26399,,,,,,,,,,
December,12,2019,140,holidays,12,High,410,,,,,,,,,,
November,11,2019,122,holidays,11,High,616,,,,,,,,,,
October,10,2019,99,holidays,10,Medium,957,,,,,,,,,,
September,9,2019,52,holidays,9,Medium,2864,,,,,,,,,,
August,8,2019,48,holidays,8,Low,3259,,,,,,,,,,
July,7,2019,47,holidays,7,Low,3375,,,,,,,,,,
June,6,2019,26,Holidays,6,Low,8239,,,,,,,,,,
May,5,2019,31,holidays,5,Low,6392,,,,,,,,,,
April,4,2019,46,holidays,4,Low,3497,,,,,,,,,,
March,3,2019,21,Holidays,3,Low,11275,,,,,,,,,,
February,2,2019,35,holidays,2,Low,5316,,,,,,,,,,
January,1,2019,63,holidays,1,Medium,2095,,,,,,,,,,
August,8,2019,13,Homeless,8,Low,20168,,,,,,,,,,
April,4,2019,9,homeless,4,Low,26399,,,,,,,,,,
March,3,2019,10,Homeless,3,Low,24413,,,,,,,,,,
February,2,2019,9,Homeless,2,Low,26399,,,,,,,,,,
January,1,2019,12,Homeless,1,Low,21410,,,,,,,,,,
July,7,2019,20,horse,7,Low,11950,,,,,,,,,,
June,6,2019,8,Horses,6,Low,28780,,,,,,,,,,
August,8,2019,9,hospital,8,Low,26399,,,,,,,,,,
September,9,2019,12,Hospitals in Nashville tn,9,Low,21410,,,,,,,,,,
June,6,2019,8,Hot sauce,6,Low,28780,,,,,,,,,,
June,6,2019,8,hotel,6,Low,28780,,,,,,,,,,
July,7,2019,22,hotel occupancy tax form,7,Low,10472,,,,,,,,,,
May,5,2019,10,hotels,5,Low,24413,,,,,,,,,,
February,2,2019,10,hotels,2,Low,24413,,,,,,,,,,
December,12,2019,22,Hours,12,Low,10472,,,,,,,,,,
November,11,2019,20,Hours,11,Low,11950,,,,,,,,,,
October,10,2019,10,Hours,10,Low,24413,,,,,,,,,,
September,9,2019,14,Hours,9,Low,18917,,,,,,,,,,
August,8,2019,9,Hours,8,Low,26399,,,,,,,,,,
July,7,2019,16,Hours,7,Low,16227,,,,,,,,,,
June,6,2019,11,Hours,6,Low,22840,,,,,,,,,,
May,5,2019,13,Hours,5,Low,20168,,,,,,,,,,
April,4,2019,13,Hours,4,Low,20168,,,,,,,,,,
March,3,2019,17,Hours,3,Low,15102,,,,,,,,,,
February,2,2019,14,Hours,2,Low,18917,,,,,,,,,,
January,1,2019,23,Hours,1,Low,9894,,,,,,,,,,
March,3,2019,9,hours of operation,3,Low,26399,,,,,,,,,,
December,12,2019,10,Housing,12,Low,24413,,,,,,,,,,
November,11,2019,13,housing,11,Low,20168,,,,,,,,,,
October,10,2019,12,housing,10,Low,21410,,,,,,,,,,
September,9,2019,18,Housing,9,Low,13846,,,,,,,,,,
July,7,2019,11,housing,7,Low,22840,,,,,,,,,,
June,6,2019,10,housing,6,Low,24413,,,,,,,,,,
April,4,2019,13,Housing,4,Low,20168,,,,,,,,,,
March,3,2019,9,housing,3,Low,26399,,,,,,,,,,
February,2,2019,15,HOUSING,2,Low,17757,,,,,,,,,,
November,11,2019,16,housing codes,11,Low,16227,,,,,,,,,,
October,10,2019,10,housing codes,10,Low,24413,,,,,,,,,,
September,9,2019,10,housing codes,9,Low,24413,,,,,,,,,,
February,2,2019,9,HOW to apply for jobs,2,Low,26399,,,,,,,,,,
October,10,2019,10,how to report graffiti,10,Low,24413,,,,,,,,,,
August,8,2019,12,how to report graffiti,8,Low,21410,,,,,,,,,,
July,7,2019,12,how to report graffiti,7,Low,21410,,,,,,,,,,
November,11,2019,11,Howard gentry,11,Low,22840,,,,,,,,,,
May,5,2019,9,Howard Gentry,5,Low,26399,,,,,,,,,,
April,4,2019,8,howard gentry,4,Low,28780,,,,,,,,,,
October,10,2019,19,hpr,10,Low,12942,,,,,,,,,,
August,8,2019,11,HPR,8,Low,22840,,,,,,,,,,
July,7,2019,11,HPR,7,Low,22840,,,,,,,,,,
January,1,2019,9,HPR,1,Low,26399,,,,,,,,,,
December,12,2019,60,hr,12,Medium,2265,,,,,,,,,,
